component,layer,index,delta_loss,delta_accuracy,seed,step
mlp_group,0,7,0.002684054158635263,0.003460228443145752,1,3900
head,1,0,0.3328141537103875,0.06920415163040161,1,3900
head,1,1,0.7663349774275048,0.16955018043518066,1,3900
head,1,2,1.6054362323675377,0.33910036087036133,1,3900
head,1,3,0.5979978707227929,0.12802767753601074,1,3900
mlp_group,1,0,1.5925878869893495e-05,0.0,1,3900
mlp_group,1,1,1.3211366422183346e-05,0.0,1,3900
mlp_group,1,2,8.707708639121847e-05,0.0,1,3900
mlp_group,1,3,2.4086396479106043e-05,0.0,1,3900
mlp_group,1,4,1.6899365618883166e-05,0.0,1,3900
mlp_group,1,5,4.37501594205969e-05,0.0,1,3900
mlp_group,1,6,2.099713765346678e-05,0.0,1,3900
mlp_group,1,7,7.74240079408628e-05,0.0,1,3900
head,0,0,0.7358010422540247,0.1937716007232666,1,4000
head,0,1,1.4764704119515955,0.32179927825927734,1,4000
head,0,2,1.305212796862179,0.2629757523536682,1,4000
head,0,3,1.6331129681420862,0.3079584836959839,1,4000
mlp_group,0,0,0.0027176641960977577,0.0,1,4000
mlp_group,0,1,2.7978207072010264e-05,0.0,1,4000
mlp_group,0,2,0.04940472283487907,0.013840854167938232,1,4000
mlp_group,0,3,9.503535693511367e-05,0.0,1,4000
mlp_group,0,4,0.03708139919763198,0.01038062572479248,1,4000
mlp_group,0,5,0.0015116585054784082,0.0,1,4000
mlp_group,0,6,0.01235075407748809,0.003460228443145752,1,4000
mlp_group,0,7,0.0027427507666288875,0.003460228443145752,1,4000
head,1,0,0.3361223351312219,0.06920415163040161,1,4000
head,1,1,0.7778432380509912,0.16955018043518066,1,4000
head,1,2,1.6188099991632043,0.33910036087036133,1,4000
head,1,3,0.6046106230569421,0.12802767753601074,1,4000
mlp_group,1,0,1.5350513422163203e-05,0.0,1,4000
mlp_group,1,1,1.2855367458541878e-05,0.0,1,4000
mlp_group,1,2,8.742893260205165e-05,0.0,1,4000
mlp_group,1,3,2.332794974790886e-05,0.0,1,4000
mlp_group,1,4,1.626254197617527e-05,0.0,1,4000
mlp_group,1,5,4.237047687638551e-05,0.0,1,4000
mlp_group,1,6,2.0144223526585847e-05,0.0,1,4000
mlp_group,1,7,7.655745866941288e-05,0.0,1,4000
head,0,0,0.7403741523103236,0.1937716007232666,1,4100
head,0,1,1.4873228713349818,0.3252595067024231,1,4100
head,0,2,1.3173299475984095,0.2629757523536682,1,4100
head,0,3,1.6459808989839075,0.3079584836959839,1,4100
mlp_group,0,0,0.0028813222834287444,0.0,1,4100
mlp_group,0,1,2.7697618861566298e-05,0.0,1,4100
mlp_group,0,2,0.05068958992524131,0.013840854167938232,1,4100
mlp_group,0,3,9.279366531700362e-05,0.0,1,4100
mlp_group,0,4,0.03813104400796874,0.01038062572479248,1,4100
mlp_group,0,5,0.0015686245114920894,0.0,1,4100
mlp_group,0,6,0.012399433873724774,0.003460228443145752,1,4100
mlp_group,0,7,0.00279566225981398,0.003460228443145752,1,4100
head,1,0,0.33949235523505195,0.06574392318725586,1,4100
head,1,1,0.7893199368791102,0.17301040887832642,1,4100
head,1,2,1.6322585984544276,0.3425605297088623,1,4100
head,1,3,0.6112767502145289,0.12802767753601074,1,4100
mlp_group,1,0,1.4817618648521602e-05,0.0,1,4100
mlp_group,1,1,1.2520813470473513e-05,0.0,1,4100
mlp_group,1,2,8.790410538495053e-05,0.0,1,4100
mlp_group,1,3,2.261073859699536e-05,0.0,1,4100
mlp_group,1,4,1.566077298775781e-05,0.0,1,4100
mlp_group,1,5,4.108021857973654e-05,0.0,1,4100
mlp_group,1,6,1.933379280671943e-05,0.0,1,4100
mlp_group,1,7,7.57400721340673e-05,0.0,1,4100
head,0,0,0.7448766455045188,0.1937716007232666,1,4200
head,0,1,1.4981830343594993,0.3252595067024231,1,4200
head,0,2,1.3295375332227195,0.2629757523536682,1,4200
head,0,3,1.65881409495978,0.3079584836959839,1,4200
mlp_group,0,0,0.0030566921914214618,0.0,1,4200
mlp_group,0,1,2.745605797827011e-05,0.0,1,4200
mlp_group,0,2,0.05201267450956948,0.013840854167938232,1,4200
mlp_group,0,3,9.054929887497565e-05,0.0,1,4200
mlp_group,0,4,0.039167303591057134,0.01038062572479248,1,4200
mlp_group,0,5,0.001628585973776353,0.0,1,4200
mlp_group,0,6,0.012453461996301485,0.003460228443145752,1,4200
mlp_group,0,7,0.0028512994749689824,0.003460228443145752,1,4200
head,1,0,0.3428764268746818,0.06574392318725586,1,4200
head,1,1,0.8008960112920249,0.17301040887832642,1,4200
head,1,2,1.6457239612927879,0.3425605297088623,1,4200
head,1,3,0.6178993806233848,0.1314879059791565,1,4200
mlp_group,1,0,1.4301645023806486e-05,0.0,1,4200
mlp_group,1,1,1.2197388969070744e-05,0.0,1,4200
mlp_group,1,2,8.844711464917054e-05,0.0,1,4200
mlp_group,1,3,2.1911661860940512e-05,0.0,1,4200
mlp_group,1,4,1.5098593394213822e-05,0.0,1,4200
mlp_group,1,5,3.980065139330691e-05,0.0,1,4200
mlp_group,1,6,1.8557583643996622e-05,0.0,1,4200
mlp_group,1,7,7.496669331885641e-05,0.0,1,4200
head,0,0,0.7493429260957782,0.1937716007232666,1,4300
head,0,1,1.5091300683725422,0.3252595067024231,1,4300
head,0,2,1.3419236617792194,0.26643598079681396,1,4300
head,0,3,1.671674438070113,0.30449825525283813,1,4300
mlp_group,0,0,0.0032451418392156484,0.0,1,4300
mlp_group,0,1,2.73615605692612e-05,0.0,1,4300
mlp_group,0,2,0.053352900098616374,0.013840854167938232,1,4300
mlp_group,0,3,8.828823956719134e-05,0.0,1,4300
mlp_group,0,4,0.04024372274761845,0.013840854167938232,1,4300
mlp_group,0,5,0.0016923849634622457,0.0,1,4300
mlp_group,0,6,0.012522476974481833,0.003460228443145752,1,4300
mlp_group,0,7,0.0029155938118492486,0.003460228443145752,1,4300
head,1,0,0.3463324981439655,0.06574392318725586,1,4300
head,1,1,0.8124298530328815,0.17301040887832642,1,4300
head,1,2,1.6591469722498005,0.3425605297088623,1,4300
head,1,3,0.6245893913019245,0.1314879059791565,1,4300
mlp_group,1,0,1.3807935829390772e-05,0.0,1,4300
mlp_group,1,1,1.1919732060050592e-05,0.0,1,4300
mlp_group,1,2,8.920399159251247e-05,0.0,1,4300
mlp_group,1,3,2.125177525158506e-05,0.0,1,4300
mlp_group,1,4,1.4552912034559995e-05,0.0,1,4300
mlp_group,1,5,3.8600637708441354e-05,0.0,1,4300
mlp_group,1,6,1.7837874111137353e-05,0.0,1,4300
mlp_group,1,7,7.433333121298347e-05,0.0,1,4300
head,0,0,0.7537769255141029,0.1937716007232666,1,4400
head,0,1,1.5201204595068702,0.3252595067024231,1,4400
head,0,2,1.3544463691214332,0.2733563780784607,1,4400
head,0,3,1.6845820722082863,0.30449825525283813,1,4400
mlp_group,0,0,0.003446394475759007,0.0,1,4400
mlp_group,0,1,2.7209251129534096e-05,0.0,1,4400
mlp_group,0,2,0.05469677866494749,0.013840854167938232,1,4400
mlp_group,0,3,8.597527630627155e-05,0.0,1,4400
mlp_group,0,4,0.041318992982269265,0.013840854167938232,1,4400
mlp_group,0,5,0.0017586480971658602,0.0,1,4400
mlp_group,0,6,0.012565177763462998,0.003460228443145752,1,4400
mlp_group,0,7,0.002969354754895903,0.003460228443145752,1,4400
head,1,0,0.3498246845701942,0.06574392318725586,1,4400
head,1,1,0.8240382251242409,0.17301040887832642,1,4400
head,1,2,1.6725674447516212,0.3425605297088623,1,4400
head,1,3,0.6313043412665138,0.1314879059791565,1,4400
mlp_group,1,0,1.3337325071915984e-05,0.0,1,4400
mlp_group,1,1,1.163838169304654e-05,0.0,1,4400
mlp_group,1,2,8.980221173260361e-05,0.0,1,4400
mlp_group,1,3,2.0633127860492095e-05,0.0,1,4400
mlp_group,1,4,1.4028677469468676e-05,0.0,1,4400
mlp_group,1,5,3.744264176930301e-05,0.0,1,4400
mlp_group,1,6,1.7135072994278744e-05,0.0,1,4400
mlp_group,1,7,7.356770220212638e-05,0.0,1,4400
head,0,0,0.7581246262743662,0.19031143188476562,1,4500
head,0,1,1.5311458474352548,0.3252595067024231,1,4500
head,0,2,1.367062605018873,0.27681660652160645,1,4500
head,0,3,1.6974805957033823,0.30449825525283813,1,4500
mlp_group,0,0,0.0036655669428000692,0.0,1,4500
mlp_group,0,1,2.7082744054496288e-05,0.0,1,4500
mlp_group,0,2,0.055995973791141296,0.013840854167938232,1,4500
mlp_group,0,3,8.372234515263699e-05,0.0,1,4500
mlp_group,0,4,0.04238704129602411,0.013840854167938232,1,4500
mlp_group,0,5,0.001828715354349697,0.0,1,4500
mlp_group,0,6,0.012615512157935882,0.003460228443145752,1,4500
mlp_group,0,7,0.0030273909542302135,0.003460228443145752,1,4500
head,1,0,0.3533826833918283,0.06574392318725586,1,4500
head,1,1,0.8355953460886667,0.1764705777168274,1,4500
head,1,2,1.6859987145617197,0.34602075815200806,1,4500
head,1,3,0.6379464632227609,0.1314879059791565,1,4500
mlp_group,1,0,1.2873309970018454e-05,0.0,1,4500
mlp_group,1,1,1.1362788427504711e-05,0.0,1,4500
mlp_group,1,2,9.041446537594311e-05,0.0,1,4500
mlp_group,1,3,2.000086533371359e-05,0.0,1,4500
mlp_group,1,4,1.3502372894436121e-05,0.0,1,4500
mlp_group,1,5,3.629285129136406e-05,0.0,1,4500
mlp_group,1,6,1.6460317056044005e-05,0.0,1,4500
mlp_group,1,7,7.284310777322389e-05,0.0,1,4500
head,0,0,0.7623927399863533,0.19031143188476562,1,4600
head,0,1,1.5422930524100593,0.31833910942077637,1,4600
head,0,2,1.3798607394446663,0.27681660652160645,1,4600
head,0,3,1.7104426429023079,0.30449825525283813,1,4600
mlp_group,0,0,0.0039022376176944817,0.0,1,4600
mlp_group,0,1,2.7104545551992487e-05,0.0,1,4600
mlp_group,0,2,0.05733425844209705,0.013840854167938232,1,4600
mlp_group,0,3,8.158989203366218e-05,0.0,1,4600
mlp_group,0,4,0.04350102621810947,0.013840854167938232,1,4600
mlp_group,0,5,0.0019023262311748113,0.0,1,4600
mlp_group,0,6,0.012677924928539142,0.003460228443145752,1,4600
mlp_group,0,7,0.0030909767256162013,0.003460228443145752,1,4600
head,1,0,0.3570368692626289,0.06574392318725586,1,4600
head,1,1,0.8472804829825691,0.17993080615997314,1,4600
head,1,2,1.6994851634253791,0.34602075815200806,1,4600
head,1,3,0.6446654007186225,0.1314879059791565,1,4600
mlp_group,1,0,1.2444358617358375e-05,0.0,1,4600
mlp_group,1,1,1.1124316188215744e-05,0.0,1,4600
mlp_group,1,2,9.1411714493006e-05,0.0,1,4600
mlp_group,1,3,1.942469043569872e-05,0.0,1,4600
mlp_group,1,4,1.3025982298131566e-05,0.0,1,4600
mlp_group,1,5,3.52226225004415e-05,0.0,1,4600
mlp_group,1,6,1.582515051268274e-05,0.0,1,4600
mlp_group,1,7,7.228448794194264e-05,0.0,1,4600
head,0,0,0.7665711773752264,0.19031143188476562,1,4700
head,0,1,1.5534552468179754,0.31833910942077637,1,4700
head,0,2,1.392803682219892,0.2802768349647522,1,4700
head,0,3,1.723363174331098,0.30449825525283813,1,4700
mlp_group,0,0,0.004148660898863454,0.0,1,4700
mlp_group,0,1,2.7077121558249928e-05,0.0,1,4700
mlp_group,0,2,0.05863539708843746,0.013840854167938232,1,4700
mlp_group,0,3,7.941693365864921e-05,0.0,1,4700
mlp_group,0,4,0.04462058303943195,0.013840854167938232,1,4700
mlp_group,0,5,0.0019822162303171353,0.0,1,4700
mlp_group,0,6,0.012728411909847637,0.003460228443145752,1,4700
mlp_group,0,7,0.0031489922857872443,0.003460228443145752,1,4700
head,1,0,0.36069916023006954,0.06574392318725586,1,4700
head,1,1,0.8588979972719244,0.18339097499847412,1,4700
head,1,2,1.7128559483408026,0.34602075815200806,1,4700
head,1,3,0.651378823649793,0.1314879059791565,1,4700
mlp_group,1,0,1.2025717296637595e-05,0.0,1,4700
mlp_group,1,1,1.0906456736847758e-05,0.0,1,4700
mlp_group,1,2,9.222666449204553e-05,0.0,1,4700
mlp_group,1,3,1.8864182493416592e-05,0.0,1,4700
mlp_group,1,4,1.2554126442410052e-05,0.0,1,4700
mlp_group,1,5,3.416886647755746e-05,0.0,1,4700
mlp_group,1,6,1.522297679912299e-05,0.0,1,4700
mlp_group,1,7,7.168159390857909e-05,0.0,1,4700
head,0,0,0.77065695037345,0.19031143188476562,1,4800
head,0,1,1.5647295783946902,0.31833910942077637,1,4800
head,0,2,1.4059065650890261,0.27681660652160645,1,4800
head,0,3,1.736391789812842,0.30449825525283813,1,4800
mlp_group,0,0,0.004414370816448354,0.0,1,4800
mlp_group,0,1,2.706359555304516e-05,0.0,1,4800
mlp_group,0,2,0.05994303484658303,0.013840854167938232,1,4800
mlp_group,0,3,7.735334111202974e-05,0.0,1,4800
mlp_group,0,4,0.04574609508017602,0.013840854167938232,1,4800
mlp_group,0,5,0.002063668633127236,0.0,1,4800
mlp_group,0,6,0.012772053081789636,0.003460228443145752,1,4800
mlp_group,0,7,0.0032073131969809765,0.003460228443145752,1,4800
head,1,0,0.3644504319618136,0.07266438007354736,1,4800
head,1,1,0.8705372284839541,0.18685120344161987,1,4800
head,1,2,1.7263083528468997,0.3494809865951538,1,4800
head,1,3,0.6580973934123904,0.1314879059791565,1,4800
mlp_group,1,0,1.1612022717599757e-05,0.0,1,4800
mlp_group,1,1,1.0682417268981226e-05,0.0,1,4800
mlp_group,1,2,9.303463775722776e-05,0.0,1,4800
mlp_group,1,3,1.8313579857931472e-05,0.0,1,4800
mlp_group,1,4,1.2097529179300182e-05,0.0,1,4800
mlp_group,1,5,3.314684181532357e-05,0.0,1,4800
mlp_group,1,6,1.4620387446484528e-05,0.0,1,4800
mlp_group,1,7,7.106746670615394e-05,0.0,1,4800
head,0,0,0.7748842790424533,0.19031143188476562,1,4900
head,0,1,1.5760154679119296,0.32179927825927734,1,4900
head,0,2,1.4191880181133456,0.2802768349647522,1,4900
head,0,3,1.7494591429531283,0.30449825525283813,1,4900
mlp_group,0,0,0.004705713752628071,0.0,1,4900
mlp_group,0,1,2.7169226086698472e-05,0.0,1,4900
mlp_group,0,2,0.06128784936663578,0.013840854167938232,1,4900
mlp_group,0,3,7.524885950260796e-05,0.0,1,4900
mlp_group,0,4,0.04692018699643086,0.013840854167938232,1,4900
mlp_group,0,5,0.0021503359712369274,0.0,1,4900
mlp_group,0,6,0.012813088640541537,0.003460228443145752,1,4900
mlp_group,0,7,0.0032650187313265633,0.003460228443145752,1,4900
head,1,0,0.36830880787965725,0.07266438007354736,1,4900
head,1,1,0.8822472050487704,0.18685120344161987,1,4900
head,1,2,1.7399429037868686,0.3494809865951538,1,4900
head,1,3,0.6648951723873324,0.1314879059791565,1,4900
mlp_group,1,0,1.123008769354783e-05,0.0,1,4900
mlp_group,1,1,1.048848389473278e-05,0.0,1,4900
mlp_group,1,2,9.397731992066838e-05,0.0,1,4900
mlp_group,1,3,1.780009552021511e-05,0.0,1,4900
mlp_group,1,4,1.1669390005408786e-05,0.0,1,4900
mlp_group,1,5,3.219653444830328e-05,0.0,1,4900
mlp_group,1,6,1.4074719729251228e-05,0.0,1,4900
mlp_group,1,7,7.043736331979744e-05,0.0,1,4900
head,0,0,0.7788986689811281,0.19031143188476562,1,5000
head,0,1,1.5873262412314944,0.32179927825927734,1,5000
head,0,2,1.43261654446178,0.2837370038032532,1,5000
head,0,3,1.762594652867847,0.30449825525283813,1,5000
mlp_group,0,0,0.005013889207475586,0.0,1,5000
mlp_group,0,1,2.7458518161438406e-05,0.0,1,5000
mlp_group,0,2,0.06258395085387747,0.013840854167938232,1,5000
mlp_group,0,3,7.337238275795244e-05,0.0,1,5000
mlp_group,0,4,0.048160234040551586,0.013840854167938232,1,5000
mlp_group,0,5,0.0022402801951102447,0.0,1,5000
mlp_group,0,6,0.012881284153991146,0.003460228443145752,1,5000
mlp_group,0,7,0.0033371353456459474,0.003460228443145752,1,5000
head,1,0,0.37218408057742636,0.07266438007354736,1,5000
head,1,1,0.8940086490874819,0.19031143188476562,1,5000
head,1,2,1.7534894473319582,0.3494809865951538,1,5000
head,1,3,0.6716394550567202,0.13494807481765747,1,5000
mlp_group,1,0,1.0868774552363902e-05,0.0,1,5000
mlp_group,1,1,1.0322981324861757e-05,0.0,1,5000
mlp_group,1,2,9.526113353786059e-05,0.0,1,5000
mlp_group,1,3,1.7304335415246896e-05,0.0,1,5000
mlp_group,1,4,1.1266824003541842e-05,0.0,1,5000
mlp_group,1,5,3.125528382952325e-05,0.0,1,5000
mlp_group,1,6,1.3533992387237959e-05,0.0,1,5000
mlp_group,1,7,7.001637641224079e-05,0.0,1,5000
